2048 22665
559 1383 -2
1295 392 2
1342 71 3
668 872 1
1243 429 5
1280 284 -9
993 1240 4
1660 1095 8
210 682 -5
1570 249 3
1694 201 19
809 789 16
1083 92 8
1095 985 15
1383 1339 14
943 1371 7
301 2028 -10
948 30 15
770 967 19
334 779 13
399 21 -10
238 107 19
651 1544 -10
1891 703 14
1329 1751 18
964 641 6
1327 1131 -8
147 566 2
1578 1116 2
413 91 15
1062 53 18
314 1807 13
1907 1834 13
770 1931 -6
753 1236 16
787 966 20
452 1418 -8
110 727 9
1492 1130 2
1575 1263 -2
686 55 -2
596 527 12
150 918 14
762 690 -6
505 587 -6
113 1072 11
375 133 19
499 647 16
319 613 11
1107 1982 -3
1138 313 9
1036 1330 9
457 287 20
810 1373 18
692 1304 13
187 1280 -8
1193 174 11
717 178 -7
604 1463 13
1312 66 17
279 474 13
1551 888 -2
627 743 -1
111 1034 -6
1296 545 11
1091 1765 -3
1838 1536 10
414 804 19
1069 1830 -8
13 1855 0
610 109 13
594 1367 5
192 863 14
363 1465 -10
1095 376 5
775 733 8
821 2046 14
1794 1171 -5
112 1878 15
1150 31 12
934 31 -1
685 368 20
778 1909 20
620 1461 -6
447 306 14
1346 506 -4
596 517 3
864 157 0
1748 1195 -8
1447 1715 9
94 1220 -7
499 1721 -10
1600 1768 -3
1813 30 -4
261 269 15
822 910 20
0 1890 -1
682 526 -5
46 291 -3
1624 314 12
399 1560 3
53 333 0
1089 186 -2
406 438 1
259 567 20
573 1904 1
232 1222 -4
103 1102 14
1640 1549 2
338 249 8
1545 1671 11
1768 861 17
1883 1071 17
663 429 17
1793 1492 6
1669 1612 18
234 488 -10
1423 823 -8
1569 1703 12
2024 972 10
939 741 7
1320 510 -6
109 1514 15
1574 82 -9
1563 543 14
5 1090 7
1427 383 -6
1831 1235 2
312 1031 0
1039 1917 19
41 1941 -3
1366 449 -10
865 1528 -3
317 2040 -10
555 297 4
1674 581 19
1389 1753 7
1955 1708 13
435 985 -3
1075 957 11
1545 1296 19
1209 346 6
506 1776 11
199 1400 19
1878 1455 20
1004 237 -1
1166 1967 -9
1647 1199 15
706 217 -4
1642 526 -10
1749 216 20
749 199 -10
1830 1908 -5
1577 1032 -1
1986 384 16
1232 965 11
1313 1557 0
56 479 5
469 1813 14
1499 785 6
1459 296 -8
586 427 0
1367 1709 8
1714 1135 20
1820 1630 5
1919 1593 17
1750 401 10
1990 826 -8
1014 1884 16
116 1764 8
1503 265 -5
898 482 10
145 416 -1
654 431 7
2043 1385 9
1461 935 3
654 1974 8
643 935 -2
1003 1116 9
1090 663 -1
1726 1947 18
1577 887 7
295 623 4
1286 1476 -4
316 625 2
385 588 3
1939 992 5
1290 970 -10
969 356 15
774 1771 -3
899 167 -10
1257 1408 -1
1639 988 -1
818 1807 9
497 1989 7
1667 1277 -5
1592 739 1
849 776 9
252 1483 19
2018 1230 9
1687 1496 10
1930 1936 -8
164 686 20
1900 885 6
119 1108 5
42 496 9
1988 714 -3
1354 1828 13
1020 348 1
1587 595 5
335 1843 7
1559 1466 -9
87 968 13
1828 105 6
1486 323 -7
716 1277 -7
1510 2035 3
1034 1600 6
1305 1376 -1
491 1817 6
1676 1699 -2
1990 1374 -5
1109 268 17
1514 1881 10
76 1339 2
160 546 18
1069 51 6
1249 804 7
1580 798 18
268 348 -8
852 1456 -5
1399 825 1
840 101 0
956 1065 -9
314 800 15
1289 302 3
1076 453 6
1765 1556 11
1293 1002 17
796 1318 0
663 1466 0
725 362 0
1266 1934 7
1541 2001 -3
1797 1784 1
1973 1501 13
388 1837 10
1238 1193 1
1308 18 15
1690 1372 -2
397 601 -7
651 106 -8
1505 1131 12
466 817 18
515 1822 -3
1652 2002 -1
1115 605 -3
108 347 17
1605 336 -1
1509 666 7
113 680 -1
264 45 -5
1174 1302 -10
796 1716 16
1024 284 13
2017 1063 18
729 182 -6
1394 1989 -10
1600 650 2
1047 1556 16
1934 418 17
1733 1765 0
344 999 -4
65 356 14
780 195 5
548 1685 5
1599 1729 3
562 1227 0
1280 517 12
1980 1792 8
725 1767 10
1546 281 17
549 803 -10
514 1653 -10
1601 1363 -6
128 604 -5
1605 1459 10
33 548 -10
1932 1115 -4
1134 1843 14
1647 115 20
422 792 17
638 279 14
1949 628 -7
1914 982 18
1897 885 13
1720 1557 0
722 770 16
1209 1481 12
1470 2034 -1
1298 827 -3
280 1511 5
767 202 -6
988 409 19
1846 1787 -9
591 1720 6
981 555 7
1165 956 13
1405 1213 10
1268 554 5
1274 931 8
1047 570 -1
1801 1161 13
818 1775 3
27 1045 0
1897 1011 -10
35 2035 12
1833 214 16
1747 932 7
137 1416 1
726 76 -3
638 546 13
1765 1782 17
1084 87 13
1484 517 6
1315 1833 -6
696 1479 -7
1271 438 3
1383 358 -10
1895 49 10
530 177 9
1797 1646 9
803 1136 -5
832 1414 -9
1816 570 6
506 1658 -3
1834 1551 10
214 479 17
901 1822 -2
855 1280 3
56 1667 14
595 1778 9
554 478 1
1661 143 16
1457 1296 -4
746 85 3
166 1417 16
1495 1946 -3
0 1764 7
1317 151 20
1381 968 -7
322 1332 16
818 1864 14
1139 1183 1
1502 559 9
1472 526 12
2002 1290 13
1521 324 14
264 707 5
605 1453 -1
1542 297 -2
1143 1836 13
540 966 -8
1632 1007 18
1770 706 -3
998 233 -7
1938 714 7
1206 704 -7
44 1082 -3
1968 1872 17
597 1780 0
154 1047 0
1512 1452 7
167 28 -4
328 1679 18
1929 55 9
1733 148 15
1546 708 -5
1277 981 5
1124 1059 -5
1616 189 13
1484 1945 12
1972 1273 -2
2022 98 17
407 1639 16
39 1315 18
1425 888 -8
585 1012 17
521 1468 16
608 1979 8
290 1696 20
563 1940 7
653 1909 -7
1244 1900 -3
16 1376 12
1254 1326 -1
736 1736 10
99 7 3
1059 849 9
936 1955 4
1331 148 7
1715 1924 -8
1147 1285 15
623 1723 8
516 1999 14
584 1696 -10
780 1935 19
976 874 15
1596 814 15
361 1971 10
602 1874 4
1577 71 12
1930 22 6
118 2002 4
1910 525 14
1549 585 16
766 1730 -10
1904 1573 2
1080 39 5
495 1475 6
488 949 -10
1736 1417 1
1470 311 -10
786 929 4
243 611 -8
1900 1129 16
804 2006 3
1968 740 4
1404 1306 9
527 1752 -10
132 169 14
616 603 -7
1336 1589 16
440 1779 15
560 168 -9
749 1699 18
1029 1668 0
1421 1909 14
1070 1716 18
1004 96 6
1039 1269 -9
1504 1179 1
500 1112 -2
573 1724 -1
1062 903 -8
122 1850 12
612 478 -5
333 544 18
94 1392 -2
39 1565 3
1034 405 -3
203 818 7
233 653 10
897 420 20
1428 1632 20
1937 526 -9
816 1033 -4
1792 1434 -10
1681 386 2
2004 455 3
311 1617 2
1602 1365 18
1134 936 -10
143 1056 12
818 1078 -10
151 1556 -10
1965 1335 7
44 391 -3
1890 1891 20
1231 916 8
1382 470 20
1140 338 14
1077 514 15
71 756 8
259 831 14
952 1596 8
158 1449 10
1329 1994 -7
567 1858 12
832 801 -4
1712 906 -3
1059 1925 -1
831 1305 -7
1780 1017 -6
1153 474 -6
1251 1797 7
860 1522 20
1608 1810 0
1853 641 -6
624 1655 16
400 1210 20
620 657 8
1161 1796 -5
1619 1910 1
919 294 19
436 554 15
1562 1455 2
1831 351 0
1320 520 0
1092 286 -9
916 1029 11
1638 2036 7
877 719 -3
1536 1142 8
1703 620 -10
374 53 -4
191 94 20
435 382 13
1383 1299 6
499 1913 6
1190 273 5
381 1155 16
1772 1575 -8
318 211 18
1039 1037 -7
130 975 18
1578 1334 17
837 1187 0
1487 967 19
464 741 -5
1810 2019 20
1172 1658 20
1879 2007 19
143 505 18
489 1995 -1
1948 1330 14
1465 509 -7
1391 1458 -10
231 438 16
1346 334 20
1755 627 5
1358 802 -6
1043 513 1
1194 1422 -9
1785 1909 3
1321 1029 13
1885 587 -10
1605 1494 14
1632 1038 -2
1861 1849 0
1788 1118 20
1560 64 18
872 549 3
1437 382 12
1545 1631 1
334 1151 17
1202 967 7
1421 622 18
860 1081 -1
768 1398 10
1955 1973 8
191 447 2
166 582 2
1091 281 16
1824 1328 -1
1878 182 7
1999 1342 -9
883 642 11
1675 772 12
1881 1006 8
658 869 16
1726 598 17
1276 1490 3
1377 330 11
86 752 -10
1523 346 3
1220 418 -6
646 1592 -10
1614 439 12
1931 336 6
798 680 -1
902 551 -2
1491 544 4
1272 23 0
1079 340 -8
1335 330 11
1280 330 0
556 258 3
1888 1440 -10
558 909 7
1422 633 18
1133 120 -6
1938 1429 -1
1456 984 11
1522 962 8
1111 1484 6
1058 799 -1
2008 898 -3
181 2038 14
1841 1886 15
1476 1298 16
1801 1560 18
1554 467 -2
884 1266 10
965 1916 19
662 334 4
981 1128 5
1176 1103 3
1412 1836 12
687 1349 -9
1906 1225 9
545 1051 -1
1073 1154 20
399 255 20
1636 243 -5
1514 245 -4
202 376 18
483 1823 5
200 1 11
1456 212 6
594 1776 2
1660 1765 11
569 1936 -6
993 159 3
82 1343 1
1848 1384 11
1261 623 -2
934 12 8
1428 1018 5
1837 788 -10
784 1163 19
1070 1981 -8
1822 1280 -1
23 358 -4
608 24 11
1852 1431 5
877 1736 -9
1796 1255 1
1545 3 18
1779 870 15
1523 492 0
1597 1894 3
706 920 12
1760 942 9
722 1524 5
118 1657 -3
296 1903 9
1095 211 17
1752 359 -6
313 565 15
602 1947 11
434 620 10
1982 271 15
1680 44 8
725 1813 7
439 1251 2
157 651 14
2033 1703 17
1936 102 12
1289 1872 5
1712 1562 14
1646 1060 0
347 915 17
1986 919 2
592 934 9
540 1810 7
628 1357 -9
494 1216 -2
44 1807 19
195 459 20
618 857 0
1882 1942 4
1735 1977 17
455 1745 9
1078 572 6
669 386 10
1079 1880 1
854 333 -5
663 42 -3
1895 424 -10
27 1018 13
1234 1476 -2
1709 305 -7
10 67 -9
1501 340 11
640 1819 17
1241 161 13
582 61 -8
809 1361 3
1650 973 12
979 958 11
1880 1810 -4
1709 983 -2
689 1898 -7
524 424 -8
836 1765 -9
786 1500 -3
175 1107 -9
1349 1161 18
1889 1763 7
569 1961 -1
491 435 -9
111 0 14
1062 1495 6
1210 621 -9
1509 448 -10
965 206 -9
1587 782 -2
409 1284 0
324 1075 1
808 446 3
674 365 -1
586 8 5
581 260 -1
1722 473 -3
1679 208 8
1767 281 14
1638 1898 10
445 1995 0
1509 420 10
1712 360 15
1363 1298 6
941 1679 6
1386 1735 1
195 905 0
1297 414 8
1947 1889 20
1037 415 -1
284 1146 -1
872 608 6
1484 1253 1
1902 1144 7
1486 1006 18
149 599 18
913 914 2
1966 1827 -3
131 2014 -1
1840 618 16
1384 869 19
1657 459 17
49 1873 4
1370 1507 17
1876 1731 14
1360 538 12
1821 107 18
811 1838 -1
1913 685 19
1818 1676 15
277 1460 -9
602 210 0
1786 1067 17
237 1041 2
1513 1705 0
813 1710 5
1303 1778 -8
1561 489 0
1066 1928 10
675 888 5
129 343 -5
885 1980 12
38 1111 14
1504 1651 17
768 375 20
1518 505 -7
802 821 18
1752 1392 -4
840 1959 0
76 112 -10
1753 485 20
1599 1799 0
279 537 -1
1094 817 12
309 663 -7
1711 277 -9
1938 1487 12
712 422 -1
1100 1017 3
1306 1912 6
481 197 8
1923 2030 19
1693 126 11
627 1801 15
1544 345 -9
950 1660 17
1932 236 -4
663 218 16
520 1789 10
1083 2032 -9
1050 1579 -3
1153 432 19
1846 32 -7
1748 309 17
2024 1612 0
1966 451 17
2010 345 19
695 2011 14
1645 216 13
716 180 -10
779 469 12
86 694 1
118 1626 -10
1962 463 8
713 258 12
1139 183 7
479 1838 14
92 1153 11
91 380 16
612 521 0
911 1419 -10
428 1307 -2
746 1335 -7
418 1903 12
1465 1742 2
1737 456 2
1118 1774 6
664 988 10
1616 9 -3
554 1996 8
121 1227 -1
1705 1108 -6
1995 459 0
1986 1279 2
561 86 1
1922 513 10
1050 1841 7
1130 392 -6
849 1955 17
417 664 10
2023 1069 -8
1674 1501 16
594 950 15
1574 750 -8
529 1813 0
1033 250 9
630 57 4
2008 2005 15
869 366 3
375 736 -9
550 98 12
1914 316 -7
671 1017 11
1657 1872 5
909 1309 16
847 903 11
160 510 19
884 1224 13
885 129 -8
1514 810 8
239 2008 -3
1148 958 11
609 625 1
59 1675 18
629 193 3
1406 539 14
1002 657 8
726 537 18
1140 2014 10
940 1786 -4
94 875 -9
646 680 8
969 141 17
41 673 7
1174 737 15
1042 528 -10
1122 493 4
2037 1728 -1
1047 982 -5
845 517 10
769 430 -2
1306 744 10
364 1303 -10
355 311 -2
818 539 -9
1303 333 0
194 399 17
1633 1709 -10
1417 1892 4
141 1984 20
197 1450 3
518 1885 7
544 48 10
39 230 20
1465 1545 16
1993 528 0
848 1378 2
718 445 5
731 871 3
554 1397 17
1199 1323 11
269 1873 8
1529 1995 -6
316 1155 -8
585 1360 4
449 186 5
335 239 -10
114 1299 -5
1057 188 15
1029 345 5
1956 1007 -7
1961 1212 16
490 1096 11
605 1874 9
1701 1589 1
887 2033 2
769 1736 7
800 588 10
897 1955 10
178 1881 6
1710 90 -2
554 1639 8
1476 514 1
1858 1902 14
156 1258 15
1987 1918 -2
1144 426 -3
42 1625 19
1429 1545 -2
201 158 -6
378 882 5
724 1036 14
1153 2031 8
1060 965 8
1817 986 2
1436 160 -2
1952 1485 0
363 1503 -2
1012 887 12
1440 1263 14
518 344 8
1234 765 17
276 1182 -9
454 373 13
1368 402 3
1110 1751 0
1608 1619 2
1293 1891 3
965 1242 5
556 1412 -2
192 115 -5
1048 4 10
582 566 -5
102 119 3
2029 1312 11
503 1621 3
1817 1502 13
486 956 -4
1175 877 8
55 1759 -10
122 1293 4
1159 1908 19
1599 1866 6
1581 470 -10
1955 1283 17
138 398 7
694 689 10
894 887 18
1031 350 -2
318 967 -8
1022 1041 -4
498 1694 -5
713 1434 12
755 484 -8
96 1530 -2
634 1446 6
1667 1509 7
543 1069 10
206 1034 17
382 1413 1
820 807 16
2001 556 17
378 278 -8
1644 1830 6
649 1616 -9
1878 423 16
182 668 -3
637 777 20
1104 1764 -1
298 1498 2
14 1385 5
713 793 4
1848 197 10
1825 761 2
931 1925 -4
397 1741 -4
1486 1343 -9
1493 485 9
970 871 -3
698 1409 5
948 857 3
1874 44 1
1252 85 17
1986 789 16
1827 857 18
768 70 10
383 1051 10
1694 711 16
674 408 0
1744 1550 14
686 496 7
35 1101 0
776 1160 4
1449 894 -3
677 677 1
389 1847 19
1455 514 -6
1812 431 7
1432 527 19
1323 130 20
761 2004 -7
1062 527 -1
1236 1462 -10
1718 1663 17
264 906 12
1454 995 3
29 189 0
1611 1766 -7
696 1403 -3
1951 512 18
330 276 20
1832 822 -6
1760 791 -5
1472 1221 -8
1567 476 -7
1382 1871 3
970 1135 10
1425 1116 -9
1130 1818 6
1802 1617 -4
751 261 -1
383 1840 1
1121 1695 -5
1106 438 11
247 2005 16
331 177 14
1337 567 12
829 1709 -2
1520 1699 20
951 1094 12
10 1808 10
603 1466 -5
460 1158 6
1395 147 -1
1250 1644 14
1750 139 4
288 948 18
326 1772 3
1575 906 12
449 540 8
1563 1679 5
1408 792 1
1585 720 -1
159 1293 7
452 1008 -5
670 1866 8
807 1597 0
1334 1090 13
375 1715 1
1855 92 7
1305 782 14
150 444 7
1186 1154 2
1350 1613 5
606 1199 7
1379 1974 18
1723 2021 2
1104 1277 20
1584 228 -2
1386 3 11
388 394 3
1368 294 14
1413 311 0
1635 1446 4
898 1233 13
936 1438 12
1583 1444 19
515 1203 -8
1722 923 11
1794 1227 -7
1078 1154 -7
1349 1124 12
942 1363 5
783 614 20
373 948 -8
761 1919 -4
1175 1340 2
7 371 8
883 1809 -9
1420 1766 15
1251 1020 19
161 639 5
899 16 17
1049 639 10
241 104 11
316 1564 10
1310 695 6
1712 1094 7
522 914 -2
1103 1946 -4
1663 964 11
1509 431 17
675 1040 5
14 1031 14
1920 1053 19
412 1857 17
1745 1166 13
349 360 14
692 1397 -3
787 623 -1
1293 406 18
2041 568 11
1220 1087 3
1584 1465 12
808 670 14
2020 288 4
1550 727 14
1548 771 -6
912 594 -10
1040 248 -4
635 494 10
191 52 12
1732 547 2
1615 1278 -10
928 566 13
1644 530 16
1301 1295 10
122 1365 9
280 847 19
1936 349 6
1182 1458 2
736 960 11
800 1008 -2
1670 1577 -1
1925 909 8
1009 1183 20
884 1881 6
94 1408 9
1651 917 0
1322 41 7
104 1015 17
223 1336 -1
848 2046 9
323 2026 12
1609 1880 6
1498 529 19
67 841 11
1943 1152 7
757 850 2
1457 1042 -8
1769 651 6
211 1937 -10
1976 110 11
1318 1316 13
980 768 -2
226 1551 -6
1386 410 17
103 1519 -5
582 1743 19
535 1712 12
1733 1295 14
858 1268 11
1070 1310 4
1435 167 10
1291 1663 10
1317 1003 19
610 345 1
1305 1703 -5
728 1667 -9
769 1886 -6
286 1470 18
424 537 -6
324 835 8
1599 1157 18
1213 1324 -7
1017 667 -6
828 1638 0
410 356 18
694 44 0
448 1468 18
802 1084 4
447 803 3
729 320 14
1127 758 18
1698 41 14
1306 1709 0
1225 1130 20
1265 2028 18
1238 596 0
1762 1931 -2
1468 1536 8
299 229 10
669 656 16
359 258 -4
626 1198 19
1561 391 -7
312 1162 -5
922 1386 8
371 715 12
927 471 5
805 307 8
1500 2001 14
396 736 18
1390 880 0
831 368 11
523 976 10
139 886 20
1329 770 2
534 1536 14
714 1963 -1
1593 1567 7
504 526 -8
1420 173 20
1552 1199 -2
1944 1478 16
228 1248 0
1712 693 3
1779 456 -8
1629 59 14
788 204 -7
479 1146 8
693 1121 5
176 1785 15
1231 1708 4
1303 617 -3
1295 896 -1
1314 826 -6
497 1432 -8
158 807 10
1980 289 7
1774 316 17
922 487 6
1491 770 -1
329 1489 1
1652 1749 0
789 1126 -9
83 150 -10
1819 654 12
498 308 -3
1542 1495 -4
1359 1726 17
1728 1246 20
644 1529 -8
2007 685 1
1324 1981 6
634 302 -4
350 888 -9
1123 773 -10
859 1452 -2
1289 1900 13
327 1097 10
2020 743 8
122 1062 15
184 1511 17
88 531 -4
25 1725 10
684 1842 16
1449 1637 1
1526 921 -8
700 19 2
53 880 3
868 389 18
269 517 0
1315 1680 -5
89 903 -3
414 1111 10
654 371 -7
307 308 -9
1653 1742 15
1094 1081 17
42 192 -9
909 979 14
862 1336 8
1749 1268 19
847 1172 -2
1779 1233 -3
249 1157 -2
726 1303 12
98 429 -10
251 1822 -7
1051 678 19
1459 1170 -4
575 621 -1
1015 1140 -10
162 367 8
450 405 -10
1518 934 6
547 976 -7
979 1924 13
1679 1962 -9
678 1188 10
1552 46 18
246 637 -1
1130 1297 0
518 1660 16
1104 904 17
1072 1627 9
1844 603 9
1169 1683 16
610 528 17
1951 1583 -7
1125 73 8
1643 112 14
1760 428 14
1723 519 20
97 2022 -2
82 710 1
1766 433 17
1004 1564 14
1788 226 12
223 956 11
1221 1764 -4
1127 1849 -7
843 561 8
509 127 -1
1000 1965 -10
1613 110 -10
684 228 -5
1704 1034 20
1541 1181 -5
1285 1526 20
1815 327 19
1258 307 1
1415 290 -1
2009 356 14
1190 1595 -5
19 1017 6
315 136 2
1743 788 8
1635 724 4
1847 1549 -10
1338 819 -4
457 1233 -4
1616 566 -9
1005 670 0
1302 27 -6
1504 450 -5
1212 427 0
1349 1384 2
839 1671 4
1276 1946 -2
708 265 18
778 254 -3
471 1037 -2
951 1279 5
1063 1346 -10
1336 87 19
76 713 -9
371 314 15
1102 332 2
960 1943 18
726 988 5
1722 288 9
666 307 -9
634 30 12
1721 552 -6
1493 1343 14
496 891 2
1386 982 8
2044 329 19
431 1356 2
1922 1211 3
311 952 13
1105 1238 1
1770 1228 -7
1247 374 20
1000 1440 8
1863 984 -2
834 1282 -6
317 572 7
480 1362 -6
943 1162 -9
1826 24 2
1541 1537 9
796 1227 -7
1611 1107 12
1412 399 16
672 1725 19
1194 1996 2
1469 0 6
1549 2027 -4
896 1092 -2
621 1700 20
942 70 -3
1385 922 15
112 359 2
1294 1085 15
828 1654 -10
2019 1830 11
1567 1866 9
69 873 14
169 1410 -8
583 1179 -2
1771 775 -10
1353 1902 -4
1601 815 15
1275 1081 -3
1770 388 17
1428 975 20
652 1436 -8
1372 93 -6
1854 1425 8
476 1883 -5
949 242 7
342 684 2
1177 1093 15
333 1659 -7
1080 364 -1
326 1666 17
1294 921 16
1291 184 6
1234 1418 15
1043 1178 18
281 1861 -10
998 1418 -6
1957 1169 18
394 1021 12
1009 2010 -6
607 1128 10
170 1350 -2
1786 1071 7
1805 32 -2
731 1036 19
1884 234 13
528 1176 6
1268 1201 14
549 1285 20
1442 1656 14
1524 1327 10
1865 470 15
1066 898 -8
2044 541 11
1699 1133 -1
1045 929 -4
1263 1117 14
753 1272 18
1679 1649 -7
1622 1099 -5
469 358 -1
439 274 -1
628 367 4
1480 1231 5
1809 241 20
548 1439 -8
1916 861 -4
499 966 9
1381 1185 9
468 1911 4
1942 1248 5
1141 1669 10
1059 886 19
155 463 -4
19 1396 19
1680 116 -3
868 789 -2
1068 827 5
1665 1243 2
1526 1201 7
643 1110 13
266 744 4
1996 1479 16
1235 1509 6
1760 1811 11
1199 533 14
1426 1482 14
283 100 -1
1746 302 -4
1275 1490 17
1477 1660 13
1813 651 19
1261 1251 18
223 1276 -2
135 1006 1
808 1878 10
1909 592 -4
1609 1656 5
65 1103 17
1764 1856 10
33 65 20
338 942 -5
5 1244 0
1363 863 3
20 64 -4
165 840 -5
1061 12 17
641 1727 -7
1048 476 -4
818 44 -10
276 252 1
585 510 -5
1308 313 15
787 182 17
1147 24 18
609 1320 3
239 1240 20
446 570 2
1183 1290 17
936 980 -10
1854 1703 -3
364 1209 -6
498 487 -5
1710 1918 -7
1739 1099 10
1992 738 -4
1782 919 4
1924 1063 0
1775 685 3
1499 587 -10
601 901 -1
1221 811 -1
338 194 19
311 2032 16
1870 1672 6
1508 97 -5
2024 1438 14
610 1259 -5
41 1296 19
1207 1400 -4
814 1467 4
1157 1909 7
1854 147 10
1604 1936 14
1190 902 -2
597 1052 -7
507 570 3
1739 791 10
400 1834 5
1088 838 20
578 1735 15
1299 486 6
489 416 10
987 1765 -2
523 969 12
249 1948 -4
1961 1782 -1
139 1148 8
1338 515 10
309 57 13
567 991 11
370 1873 11
1469 281 -1
1134 1278 5
560 636 10
156 1779 9
1514 124 0
384 899 10
345 616 12
873 1519 0
1303 407 -2
780 792 5
736 9 -6
1085 1230 14
633 1849 14
577 1120 9
2010 1812 -8
358 1361 20
577 1605 7
1257 1836 15
1017 1121 15
1357 495 1
244 920 16
694 661 -2
1677 753 17
992 1423 12
267 827 -1
1485 860 8
957 60 -7
319 1922 -5
1739 1225 17
659 1157 -5
518 960 13
1444 1987 -2
1637 290 -1
694 1585 15
2035 1478 4
664 1905 20
80 1360 -9
1919 1724 17
1565 374 17
1363 396 7
2022 1721 6
1878 535 6
358 1565 4
627 2031 10
61 1158 -5
662 870 -10
369 956 17
1760 141 -1
839 594 19
914 1245 2
1892 1749 -9
510 1775 14
1837 22 0
1511 471 15
225 1905 -5
1300 1517 20
1512 852 0
259 1847 -5
833 1909 4
1020 1452 -2
800 1410 -7
501 1539 -8
786 1062 -4
780 471 7
1096 952 -5
119 1085 4
979 1785 20
1603 1057 19
1785 925 20
825 4 19
1006 415 18
1463 1786 12
399 398 17
1903 236 7
246 336 -8
829 1168 10
513 1040 -2
1948 921 9
33 1367 -5
1370 1544 14
1797 120 14
1440 930 2
1800 1245 2
874 1789 20
1892 1240 10
1023 1956 16
156 2042 9
1806 313 0
922 812 13
627 932 3
619 2041 -7
1754 1202 3
1457 452 -2
437 1450 -9
1557 746 3
1599 1991 -3
863 1268 4
647 154 -2
776 1645 -6
1717 955 18
1629 1530 6
1029 340 -4
1155 1468 -3
1581 369 8
1801 815 -9
1324 527 5
1993 1786 16
1717 617 9
1342 1393 7
1451 2034 -9
1700 955 -7
877 506 -8
883 1743 14
489 1780 4
540 211 4
1705 721 18
18 1654 -5
1622 2037 -2
376 354 19
1382 1193 19
282 1499 -9
1525 1308 11
373 287 -8
1010 1612 14
1527 809 2
41 114 19
1989 484 6
2006 1993 15
929 1261 -8
447 191 13
1738 122 -6
775 246 8
1779 767 -6
1340 164 -8
1428 1189 -8
1101 41 15
333 179 -2
1640 1017 17
23 115 18
243 1330 14
876 1088 8
1307 1897 -6
944 704 17
943 1179 9
648 1904 -3
838 1610 20
986 269 -8
1235 1827 -5
942 1417 -2
579 705 -9
812 1154 15
1973 375 20
352 634 -3
865 1046 15
1174 1600 9
347 50 13
1898 1865 8
1962 1876 9
220 1771 2
1130 1047 14
262 1979 8
759 1573 -6
1106 1399 5
1616 652 -5
1331 1349 -5
1590 2028 -6
216 306 2
432 1626 20
1362 819 0
1274 290 18
24 786 9
526 1187 15
514 22 20
579 1269 -10
511 576 -7
1211 547 18
572 114 18
142 1310 19
889 2020 2
769 1195 7
177 1703 3
288 1026 2
368 1586 8
402 1241 4
867 1056 16
1678 1291 0
1030 1716 0
302 1052 -5
385 1978 16
1680 1864 -3
1552 985 13
1171 743 6
904 1399 -9
1799 1603 -3
1238 446 18
1961 820 -3
406 867 -6
587 1314 -5
1033 571 20
1005 828 7
1041 1989 8
1721 1 6
517 48 16
1566 1140 13
632 1162 -3
1404 1934 14
72 1553 7
294 714 -2
1160 1005 -8
1179 741 -8
1073 944 14
586 33 2
403 619 -7
67 941 10
1020 1865 4
661 9 -2
539 485 20
1878 115 5
1021 1491 -9
385 1986 1
1973 534 0
1843 325 -9
27 1668 -6
1255 1651 0
1821 568 -10
710 658 5
1424 1445 5
553 423 14
148 2033 4
211 577 -7
222 663 1
1181 519 18
641 1923 15
1407 783 -4
1044 1318 3
1339 1118 -7
583 308 -8
799 557 14
322 1548 5
1930 713 17
1892 2042 10
1604 793 9
1338 1736 18
1991 573 0
1227 1386 15
261 1468 -1
1672 1185 0
1623 62 1
1154 1762 -3
399 709 -8
1203 756 18
1134 1245 18
382 2037 -5
2026 580 2
948 197 12
1536 1266 1
957 1558 9
1806 138 -7
1974 1413 6
1256 155 -3
677 392 14
1317 1343 20
1295 288 18
342 500 2
411 1925 3
1826 196 -6
127 842 12
894 23 12
743 428 -8
897 970 5
935 1545 -9
638 598 19
1223 1712 -10
96 1330 7
460 1926 16
1167 1975 7
1233 62 -6
190 551 -10
204 1808 17
1135 1712 0
1422 558 12
1298 1146 8
608 369 0
13 291 19
595 1773 7
783 829 19
403 116 8
1141 156 14
1377 1322 4
181 418 16
130 438 9
766 1737 2
1087 703 7
1691 20 -10
597 172 12
946 1593 -6
1623 225 -1
1402 918 -5
1404 2036 -2
254 1881 16
463 1419 19
765 1884 6
558 1504 -3
154 1451 5
682 1575 -10
456 1192 6
287 64 12
1466 327 5
30 1918 8
198 1254 8
1664 879 12
117 151 19
1079 1761 -5
1462 521 -1
1340 160 20
1652 1614 19
428 152 11
1784 295 -1
1648 1897 8
223 1961 6
1024 1931 15
148 850 -5
298 1679 13
900 1769 3
1501 558 3
139 186 10
1638 20 11
329 1552 -1
428 177 18
1633 512 15
1349 1150 16
467 1498 -2
120 104 3
490 988 13
911 361 13
1143 1278 4
772 120 -5
1364 241 15
1643 1871 -6
1120 934 -7
298 962 15
1652 1519 20
1884 662 -9
513 1835 12
886 1044 11
853 1003 20
383 986 18
1469 532 15
770 653 15
1534 1274 2
771 891 -2
2005 1105 5
916 337 0
899 1812 -3
1768 1130 20
401 1971 -10
1013 622 20
590 294 1
763 559 4
945 1199 16
147 12 -5
942 1656 -5
1553 1598 11
1558 852 20
1113 475 -1
1183 1089 -8
642 123 -9
1196 1161 12
974 953 2
475 1416 2
232 1803 17
1434 1930 10
1644 419 3
802 317 -2
1817 348 19
1196 1956 -8
578 1246 -6
453 1687 -7
1889 631 -1
0 1583 15
