1024 5341
224 231 7
31 542 -10
716 725 -5
193 615 -7
968 908 7
223 15 2
215 1019 -10
64 202 19
64 206 0
80 310 10
815 794 11
340 180 1
844 266 -3
901 402 11
819 518 -7
846 990 5
723 767 -5
795 886 -3
294 742 1
623 569 17
693 126 14
333 354 9
235 512 -1
15 365 4
39 85 1
830 545 13
770 711 -7
12 142 7
849 380 -5
385 803 -5
450 34 9
886 33 6
810 897 5
1005 284 -6
728 1021 20
119 590 19
913 48 10
159 732 1
255 533 14
903 869 0
432 646 3
591 624 9
513 511 -3
465 662 19
653 728 1
471 122 2
237 122 -2
223 748 14
1009 63 6
768 461 7
154 1014 -3
909 139 3
893 838 -10
142 844 -3
603 100 5
43 554 13
9 470 15
910 4 18
259 575 12
1012 722 -6
319 96 10
479 391 -10
27 218 18
942 984 1
376 76 6
1023 651 7
866 1003 -8
418 792 2
470 930 16
535 962 17
645 88 4
190 371 20
162 503 7
72 763 11
287 64 12
264 394 1
487 665 6
566 121 14
755 588 -6
326 699 16
591 1021 -9
469 658 11
103 56 16
490 91 -10
60 103 -1
371 907 1
836 156 3
323 310 1
810 987 -3
262 435 12
940 1023 17
225 835 9
323 836 17
695 446 -6
347 285 -2
72 940 14
835 227 3
686 867 8
290 119 5
217 765 20
654 505 2
542 56 7
672 795 13
764 426 20
399 439 17
404 204 18
577 181 -1
146 198 -6
595 357 -6
636 6 5
892 214 -3
153 769 -4
869 465 -10
1011 188 -8
839 899 -6
32 483 19
747 506 -8
724 407 6
734 257 1
110 839 -10
1 765 14
252 805 12
693 222 -5
621 793 16
597 319 20
992 63 7
443 67 3
860 339 10
3 731 18
593 157 14
208 888 -6
692 53 17
434 846 -10
398 439 12
647 695 8
346 707 18
238 96 5
394 478 4
800 565 18
518 900 11
200 85 -5
127 409 16
191 366 6
754 888 17
172 340 13
435 836 0
1010 432 17
199 346 5
385 534 1
904 231 12
98 1002 19
708 278 20
263 979 8
201 84 10
471 438 16
47 909 14
876 361 11
307 387 18
369 419 3
768 647 -8
815 974 14
322 817 16
804 711 11
971 248 2
825 952 19
317 438 -3
884 900 -4
750 887 11
825 137 10
900 38 10
370 922 -2
764 251 -2
575 128 -2
536 940 15
246 365 -5
104 983 -2
923 541 6
875 290 -3
286 663 10
629 759 15
503 724 14
617 243 13
774 945 -9
349 860 19
179 757 19
453 309 7
200 861 -6
447 469 -5
896 731 3
648 514 5
182 151 9
334 255 12
64 339 17
471 22 9
214 60 9
183 894 10
796 847 -8
517 430 12
670 474 -7
722 636 10
229 203 5
728 415 -9
752 954 20
269 98 -5
943 766 2
287 180 -9
600 555 9
276 982 -3
427 964 12
372 333 11
388 528 15
964 756 -9
581 587 -2
589 309 -9
515 684 14
338 719 17
382 252 19
328 450 4
834 684 18
694 810 11
395 172 18
951 563 -4
963 117 7
93 626 8
685 259 -9
618 69 -8
670 431 -7
527 511 11
338 555 10
188 790 2
317 529 -7
30 652 4
620 956 0
736 63 0
339 366 -1
463 243 6
529 231 -5
876 812 13
797 256 8
269 812 19
84 482 11
37 701 14
988 1011 4
843 392 -5
98 659 4
525 290 9
146 820 9
954 41 -3
480 639 19
170 499 9
251 123 16
683 196 20
130 500 7
152 654 12
718 150 -5
582 154 -7
495 116 -4
337 181 2
309 247 -5
108 692 2
468 101 7
570 871 -5
137 128 -3
488 606 2
70 1015 2
754 510 -3
593 910 -2
733 485 1
605 852 12
726 394 18
381 835 -5
107 403 20
269 14 16
984 108 12
735 23 5
931 747 -10
583 452 6
128 53 -2
489 929 -2
429 33 17
80 22 -3
322 447 1
429 418 2
311 988 3
864 459 -3
258 908 -2
529 82 9
288 302 -9
382 321 -2
229 607 18
337 1006 9
100 979 10
154 532 -2
857 25 6
442 385 19
842 169 17
747 17 20
614 213 15
932 241 14
460 624 9
394 860 11
311 582 -6
944 589 9
839 706 4
335 480 9
227 335 20
323 598 8
867 852 3
491 503 -7
128 483 -1
322 587 12
67 878 -8
838 602 -8
105 287 1
270 760 17
496 424 5
283 842 1
206 421 13
450 769 -2
771 486 12
209 255 -3
893 571 -8
939 106 -8
657 918 -3
411 848 8
240 675 15
520 362 14
859 39 20
722 676 5
150 700 -4
771 113 7
54 460 -5
145 536 -2
101 985 10
1006 886 6
439 625 14
657 753 6
927 97 -10
449 646 -3
291 765 -7
327 323 2
227 423 14
468 393 -2
149 714 5
315 482 16
887 11 -3
728 342 -2
112 866 6
171 392 17
980 337 15
539 1018 19
519 122 12
864 328 20
883 320 6
252 68 14
907 51 13
207 50 -8
982 126 13
683 148 13
308 911 -10
115 583 -3
216 426 9
550 228 17
946 817 14
105 159 -5
569 187 -1
111 22 14
982 88 15
588 727 20
100 151 7
786 128 11
891 542 10
594 448 -7
130 759 3
726 949 4
955 748 -6
167 838 19
964 634 18
706 405 4
79 576 11
265 926 0
492 774 8
851 662 9
69 674 -7
164 947 8
797 102 20
506 340 20
1000 996 14
559 209 11
228 801 20
219 855 20
1004 409 13
71 402 9
646 920 8
708 291 -8
473 471 -8
523 9 10
138 867 13
876 389 5
441 48 13
504 301 8
906 236 6
1004 28 18
260 237 9
773 391 7
565 331 6
898 805 -6
715 140 6
2 798 15
680 100 2
132 139 19
291 892 -7
301 162 10
750 831 -9
417 557 8
980 535 0
21 472 -5
212 167 3
863 370 6
66 223 15
435 325 19
242 5 8
465 522 -10
667 253 1
710 798 -7
246 637 10
663 6 -8
65 246 11
622 366 6
306 585 -6
795 283 -6
890 431 -2
780 392 17
360 86 15
777 305 14
85 931 2
344 687 2
212 28 -5
783 562 5
735 98 8
450 515 16
378 450 16
982 784 -6
646 76 15
14 943 2
690 626 11
319 535 1
717 143 -2
298 336 11
752 760 19
482 629 -5
305 350 -3
850 423 16
216 161 3
707 263 6
90 115 4
103 386 -7
897 82 9
854 101 9
133 966 -9
651 487 -10
519 999 2
437 47 2
304 142 4
768 898 5
599 461 12
800 920 16
7 632 0
834 848 -7
823 738 18
181 820 16
270 806 7
98 140 6
404 652 9
112 510 -2
15 490 12
165 986 11
271 279 12
612 428 18
838 963 -7
860 946 0
969 84 16
570 566 0
843 920 0
773 526 -8
365 622 -10
235 164 11
63 691 -9
419 854 -5
382 783 2
697 279 0
58 384 6
858 651 -10
227 691 20
371 26 -2
755 133 14
845 690 -10
688 74 5
745 810 5
689 420 11
699 387 3
53 276 -5
940 130 17
624 400 -7
600 850 2
76 697 -5
522 555 -4
343 397 13
489 61 -8
478 935 20
328 68 -3
857 364 10
547 662 -4
438 432 4
289 653 -1
810 453 -3
196 658 10
906 740 4
383 314 12
356 629 4
753 819 15
583 171 -9
632 245 5
250 346 6
466 114 18
924 293 -7
139 564 -10
220 333 -8
363 688 -7
712 709 10
283 957 17
747 352 6
445 863 13
679 555 16
812 118 11
30 88 2
541 748 -10
763 578 -4
92 113 11
501 109 5
723 1007 13
247 666 20
547 310 17
286 832 16
246 917 4
785 7 2
846 338 -6
357 540 -7
134 844 -2
8 890 8
441 801 -1
737 625 7
202 944 7
306 798 14
75 728 -3
92 653 -7
747 181 8
11 438 10
311 981 -4
770 668 9
721 789 4
762 53 16
112 297 19
845 482 20
573 764 -9
358 414 9
621 358 1
815 55 18
552 1010 17
760 286 7
798 422 -2
385 962 13
602 520 0
562 615 19
301 987 3
683 761 -2
845 69 2
560 79 1
377 93 11
661 727 18
579 83 -6
956 424 17
719 688 0
973 351 5
933 869 -10
408 97 20
491 405 5
1016 82 3
926 107 4
7 733 -8
430 596 11
381 44 -5
248 888 14
925 915 15
927 840 1
624 868 19
566 627 12
839 742 13
167 427 6
188 483 7
241 764 9
413 838 -7
520 674 -6
916 196 -9
887 417 -8
358 903 11
671 907 18
538 589 13
161 577 -5
364 896 -5
90 390 3
849 557 8
500 447 18
897 744 3
507 65 18
832 504 20
1019 234 14
721 620 -5
270 7 16
359 479 7
227 172 7
362 787 6
39 779 7
102 435 12
343 882 17
264 982 9
352 497 10
747 540 -1
926 986 12
805 379 -4
274 925 20
475 533 9
242 163 18
64 178 20
210 63 2
964 171 13
290 464 10
621 625 10
687 926 7
387 758 8
106 798 -8
797 660 20
169 676 18
49 599 18
913 936 16
46 175 20
116 42 7
82 754 18
580 728 7
53 822 -7
877 261 15
576 622 0
945 657 0
522 208 15
732 848 -4
980 747 17
359 665 4
916 1015 -3
107 251 -6
854 580 16
109 332 9
983 212 6
742 403 13
934 390 17
160 382 2
58 345 5
821 851 19
428 175 0
594 432 2
285 926 19
406 876 19
764 682 7
543 118 2
410 640 16
798 400 -4
461 395 10
785 551 13
666 120 20
882 708 19
540 775 15
759 966 20
283 184 9
704 870 9
27 309 8
257 817 13
960 651 3
4 124 1
991 907 3
672 135 3
921 750 -8
889 63 14
585 18 -2
668 222 1
52 105 -10
348 487 0
821 236 4
630 549 13
739 307 -9
231 184 1
225 520 -9
511 86 -9
335 902 3
908 588 17
159 803 10
313 992 4
829 63 -3
113 34 -2
190 514 2
109 339 16
926 952 4
44 103 -6
949 237 5
653 589 14
221 233 11
192 515 -1
145 366 -7
459 932 5
100 701 4
471 999 18
160 843 14
633 212 5
367 946 2
320 917 6
605 960 -9
35 170 8
789 948 8
938 751 -1
414 257 17
234 817 12
403 57 -3
418 324 -8
253 494 -9
803 220 20
731 672 7
202 919 4
131 536 5
303 757 9
604 198 7
347 50 17
411 500 12
924 325 -9
18 1002 -1
988 363 2
53 862 -4
381 260 11
721 450 6
803 948 10
312 592 3
774 258 9
462 989 13
653 745 -6
558 482 9
619 790 11
366 315 19
121 724 19
554 389 14
761 711 2
850 554 13
266 772 8
1019 635 -8
628 313 -8
418 611 15
284 464 -2
407 410 3
179 601 20
408 357 2
390 677 -9
193 321 18
378 843 0
336 272 5
658 919 5
252 921 -10
151 532 11
206 644 13
953 551 0
693 272 7
64 643 4
592 315 2
931 849 -3
939 787 -4
426 100 11
469 100 10
94 729 7
161 778 -8
1005 743 15
1005 642 0
988 470 3
70 409 15
278 333 2
963 838 15
178 126 4
868 532 2
397 213 7
103 936 11
783 819 18
583 578 -3
426 998 5
352 76 11
506 718 -1
880 598 0
402 637 19
625 531 17
207 43 3
890 298 10
854 984 9
682 254 18
251 757 15
588 189 10
845 354 20
690 331 15
1015 946 3
383 751 15
688 737 18
595 714 -1
386 272 -10
17 634 10
119 991 16
326 639 5
546 113 -6
843 52 3
116 597 13
831 637 9
476 437 1
239 131 11
173 670 -8
827 1 17
817 583 12
678 288 -1
254 154 3
521 973 19
604 874 -3
680 783 1
238 544 19
23 199 11
203 964 13
428 221 17
976 681 0
637 210 6
218 43 19
530 284 17
797 58 -10
846 1003 2
470 942 2
78 284 8
784 402 20
286 390 2
49 742 5
151 1002 -1
387 404 13
463 41 6
513 638 -8
464 398 16
777 1014 -7
160 842 11
958 257 -6
438 639 20
587 811 3
886 870 9
316 994 0
587 874 4
423 909 -4
876 98 -6
742 976 -10
129 292 -2
774 974 16
153 549 20
828 59 0
42 236 17
509 672 14
289 885 18
143 546 -5
287 229 -5
39 418 3
894 786 19
762 542 20
431 210 17
961 398 -8
15 784 3
675 435 5
586 786 1
135 928 7
481 633 6
563 981 -10
622 479 -3
717 73 15
700 291 -3
402 185 15
720 194 18
224 788 5
624 462 -1
231 221 20
206 602 4
670 983 16
353 641 -9
975 858 -6
788 589 5
851 286 -8
592 805 -6
220 872 15
909 909 10
470 980 3
876 610 -7
336 305 -5
652 720 15
740 50 -4
664 184 2
282 474 -10
827 329 14
444 1005 20
254 481 2
784 719 7
323 939 8
763 410 -2
467 103 19
366 78 3
956 351 6
441 356 5
108 896 -8
655 822 11
342 3 2
739 753 -4
385 817 1
490 528 14
456 806 16
731 145 17
960 674 -9
335 350 3
120 66 -8
333 936 -1
916 190 6
609 803 7
108 762 -2
851 605 0
567 782 14
86 434 19
368 404 2
972 643 -5
1013 727 16
494 442 18
649 441 2
504 455 18
450 113 -9
945 914 10
408 363 -5
600 795 18
511 234 -2
620 961 10
82 70 11
452 353 5
136 474 12
493 720 4
607 250 19
717 859 5
512 904 8
1021 83 9
208 776 -3
